text	Joy	Fear	Anger	Sadness	Surprise
коли я вчора погоджувалась на всі activities, я не очікувала, що все буде отак.	0	0	0	0	1
як це?в неті дивимось то ніби є,карабас.ком	0	0	0	0	1
Я якийсь час тому думала, де ти пропав, а тоді Д. відкрив мені очі гг	0	0	0	0	1
- *лайкає фотку колишнього* - БОЖЕ НУ ТИ РІЗКОВА БАБА!	0	0	0	0	1
У двох однакових коробках фарб - різні кольори, приємний сюрприз!	1	0	0	0	1
невже ще не скінчився концерт? більше трьох годин-ото свято!	0	0	0	0	1
як можна не любити Гварцю, якщо це Гварця?	0	0	0	0	1
от якраз восени мінімізувала, думала буде гірше, а стало краще.	0	0	0	0	1
а шо це, шоце? я шось не бачила такого?	0	0	0	0	1
та, вони дивні. . .	0	0	0	0	1
Укр.виробник. але 1,5к. 1,5к, Карл!	0	0	0	0	1
наприклад, вона при знайомстві , купила  картоплю фрі, бо він був голодний.	0	0	0	0	1
дивно, останні відгуки від всіх були позитивні:)	0	0	0	0	1
я навіть не знаю яку таку наводящу, я не очікувала там його побачити.	0	0	0	0	1
вона якось дивно читає, щось не чіпляє за душу ._.	0	0	0	0	1
ну як сказати, там все досить детально і неочікувано (ніби автор сам там був)	0	0	0	0	1
чому всі, кому я дзвоню о 9-10 ранку посилають мене?	0	0	0	0	1
Шось дивне, я про читачів)	0	0	0	0	1
Нашо трактору такі великі задні колеса?	0	0	0	0	1
О Боги, ще такого не чула..."жива їжа" це у нас хто?))	0	0	0	0	1
Почула кілька компліментів, від людини, яка ніколи не робить нікому компліменти Вот ета уравєнь	0	0	0	0	1
а чому безкоштовна? де падвох?	0	0	0	0	1
від мого бронхіту вони хіба злякатись можуть)	0	0	0	0	1
Малувато юшки на підлозі під боровом і чомусь _ще живий_ А так плюсик.	0	0	0	0	1
подивилась реплаї і не зрозуміла, чому люди не шарять .-.	0	0	0	0	1
Я забула, що таке існує:(	0	0	0	0	1
*дзвонить* - ну що, вітаю, тисячниця. не кинеш мене, не відпишешся, не видалиш з друзів?  чому я так ржу?	0	0	0	0	1
Ну як можна скласти найгірший портрет людини знаючи лише пару фактів.субєктивно.	0	0	0	0	1
Але видаляти з друзів у фб і видаляти лайки то дивно, хіба ні?	0	0	0	0	1
дивно слухати все на рос.	0	0	0	0	1
То дивно, але круто  Зазвичай інші не розуміють	0	0	0	0	1
ТИ, ЩО БЕЗ ЧАШКИ П'ЄШ ЧАЙ?	0	0	0	0	1
я ніяк не можу зрозуміти, чому їм вигідно так дешево продавати.	0	0	0	0	1
Ти ще куриш на ходу в таку погоду.	0	0	0	0	1
 прошу) не розумію, чому перші трибуни геть без людей.	0	0	0	0	1
Той самий момент, коли "чєловек с лішнім вєсом" та у "рваному носку" схватив намертво за яйця "спартсмєна у довгих штанах".	0	0	0	0	1
я одна бачу ". . ."??	0	0	0	0	1
Мої враження і пару слів від себе.хммм. странно	0	0	0	0	1
а ви досі вірите,що її привезуть?	0	0	0	0	1
Хз, нашо я всім цим людям?	0	0	0	0	1
Дуже дивне опитування, в якому повністью відсутня логіка і будь який сенс, але мені потрібна відповідь	0	0	0	0	1
Вот як це можна було так вгадати?!	0	0	0	0	1
Знайомий розпитував,чому я не хочу заміж: -Як так?Ти боїшся?	0	0	0	0	1
Чому в нашому суспільстві таке дивне сталення до оголеної натури?	0	0	0	0	1
дивно.....дивно) насолоджуйся хоч тим, що є :)	0	0	0	0	1
Щойно на вулиці: - от цікаво щоб ви робили якби не ці ґаджети! - книжки читали б) - ну да, тепер хтось читає!   :)	0	0	0	0	1
					
Несподіванка - це коли отримуєш подарунок від батька, якого бачила за останні 4 роки лише один раз на своє дн	0	0	0	0	1
геть не здогадалися про такий варіант )	0	0	0	0	1
Я ще досі не розумію, чому так.	0	0	0	0	1
					
Що це за мода стала, що в новобудовах такі кухні величезні?	0	0	0	0	1
серйозно тебе це зацікавило о другій ночі?	0	0	0	0	1
Ну як так можна було протупити?	0	0	0	0	1
мерсі) ти бач. яка я мажорна)	0	0	0	0	1
Але коли говорила з акторами, то було дивно	0	0	0	0	1
о, ти вже маєш нову роботу?	0	0	0	0	1
Черговий бутік, а думала ресторанчик буде.	0	0	0	0	1
Як для людини, яка не не любить макарони і хліб—це дивно)	0	0	0	0	1
Якби не були на дворі то я б може й не повірила :)	0	0	0	0	1
Уже читаю, а ти хто взагалі?	0	0	0	0	1
На диво всі пісні про кохання та стосунки в сім'ї.	0	0	0	0	1
моя прабабця померла під час аборту. через два тижні її чоловік привів до хати нову жінку.	0	0	0	0	1
Постійні затори в центрі, серйозно? дякую, не треба.	0	0	0	0	1
а чо так тихо в твіторі. ви спите? вчора якесь сьвато було і ви пізно полягали?	0	0	0	0	1
Вона стала дуже страшною( чому люди так себе запускають(	0	0	0	0	1
о то ти один із спікерів?	0	0	0	0	1
ти якого милого о півчетвертої ще не спала?	0	0	0	0	1
Ну ти ніжнуся, морозів боїшся? :)	0	0	0	0	1
Але ж я не вмію водити авто:D Крейзі.	0	0	0	0	1
Я й не знала, що вареники з ними можна робити.	0	0	0	0	1
а хто сказав що я про тебе?	0	0	0	0	1
о! сьогодні день народження? то вітаю!!	0	0	0	0	1
і знову ж таки ніякої поліняки. я всерйоз задумалась: мо я дійсно себе чемно і слухняно протягом року поводила... аж страшно стало.	0	0	0	0	1
а шо там такого страшного в стрічці?)	0	0	0	0	1
Пішов проти системи чи що	0	0	0	0	1
ой а що то є?	0	0	0	0	1
Я точно не твій кіт?	0	0	0	0	1
(ніколи не думала, що ще це скажу)	0	0	0	0	1
Ну що ти, чудова пісня жи.	0	0	0	0	1
дивно, але я бачу Скаллі та Хенка Муді...	0	0	0	0	1
я від нього меншого очікувала, а виявилося справді те що треба!	0	0	0	0	1
ти там була!!!? там і справді так красиво і замки як на фоточках?	0	0	0	0	1
Дивно, зовсім не мій типаж.	0	0	0	0	1
- мені ще треба ехолот - нащо?	0	0	0	0	1
Робить це дивним чином одночасно.	0	0	0	0	1
Чого б я мала зараз допомагати вам це компенсувати?	0	0	0	0	1
Не знаю, чи тупо, але трохи дивно, як мінімум.	0	0	0	0	1
всі чомусь плутають, а мені то дивно так )))	0	0	0	0	1
ви дійсно вважаєте, що нічого не робиться? серйозно?	0	0	0	0	1
Так, дивно  Але люди теж на нормальних мало тягнуть	0	0	0	0	1
такого ви ще не бачили	0	0	0	0	1
ну ти і звір! ))	0	0	0	0	1
Божечки, це ж в більшої половини моєї стрічки п‘ятниця вже всьо.	0	0	0	0	1
а теест оголошення який грамотний!	0	0	0	0	1
ну знаєте, я сама оце вчора згадала, а ви як зреагували швидюсінько)	0	0	0	0	1
а я то думала...он воно що!	0	0	0	0	1
жити у Львові 16 років і побачити кондуктора та контролера ВПЕРШЕ в Києві!	0	0	0	0	1
І навіть у Кельменцях море няшних хлопців - що нереально дивно	0	0	0	0	1
Хоспадє, чому всі такі високі?	0	0	0	0	1
Як ти міг про то дізнаися?	0	0	0	0	1
Отето поворот Хто б міг подумати?	0	0	0	0	1
RT : як дивно: люди які постійно використовують інших - коли їх використали 1раз - дивуються з цього....!!!	0	0	0	0	1
					
Путен, расія, Путен – дивно бачити таке у НЕ росіянина. послідовність – кредо, так?	0	0	0	0	1
ну шо той Харві так носиться з тим Майком!	0	0	0	0	1
От чого у момент,коли треба висловити навіть найменше невдоволення, я починаю почуватися дурною істеричкою,а моє раціо проти такої поведінки	0	0	0	0	1
А тут зараз проходить гра студентської ліги "Що?	0	0	0	0	1
- Я не знаю такого слова?!	0	0	0	0	1
Хто ще не знав, що на ці вихідні в Черкасах твітусінг?	0	0	0	0	1
Екзамен мав бути завтра, а тепер буде аж в понеділок! це норм?	0	0	0	0	1
Ніколи не думала, шо гуглитиму тексти Вінника	0	0	0	0	1
зайшла в таймхоп і виявилось, що минулого року в цей ж день я також роздумувала, чи йти мені гуляти, чи ні.  і також не пішла.	0	0	0	0	1
Досі не розумію, навіщо мене народжували.	0	0	0	0	1
А ще пару місяців тому я не те що його не їла, навіть не хотілося.	0	0	0	0	1
ну от і мені дивно)	0	0	0	0	1
зима при плюсовій температурі мене вганяє в паніку.вас не турбує факт шо якесь там грудня 15р. було найтеплішим за останній вік?	0	0	0	0	1
опа, а я вже думала, що одна тут Стрикала слухаю	0	0	0	0	1
це означає, що немає культури ведення укаунту в соц.мережах...а якщо це, наприклад, відомий журналіст, то це дивно	0	0	0	0	1
як це роздумуєте?О_О це ж IT-....	0	0	0	0	1
житейське:чому тати,що гуляють з дітьми викликають таке умілєніє?жіночки 9 місяців гуляють ниотходяоткаси.а уміляються тіко татами і дітьми.	0	0	0	0	1
дивно, в мене схожа ситуація була з кур'єром, тільки намилила голову — дзвінок в двері.	0	0	0	0	1
Я не можу зрозуміти, чому ім'я Ліда мені асоціюється з холодцем.	0	0	0	0	1
О Боги,  так ти з БЦ,  ми випадково не пересікались у реалі?	0	0	0	0	1
о,в піцерії де нікого нема ніколи, є ще 3 людей!	0	0	0	0	1
як ти можеш таке казати? шоб я і бісилась від Віктора Павліка? пф, Іринко	0	0	0	0	1
Ой лишенько, що то коїться?	0	0	0	0	1
звідки ти це так швидко знаєш?)	0	0	0	0	1
На шо він сказав, що не страшно.	0	0	0	0	1
					
Те шо відбувається зараз в Москві, це тупо дикий треш. я думала такого вже нама.	0	0	0	0	1
Дивно, бо там навіть модель відмічена)	0	0	0	0	1
Всім хорошого ранку і гарних вихідних! ;)	1	0	0	0	0
Боже, через це сонечко почуваюся живою!	1	0	0	0	0
Він мені теж сподобався, навіть більше ніж вітрівка.	1	0	0	0	0
 і харашо) я б теж зараз з"їла, але нема)	1	0	0	1	0
таа, небо сьогодні було прекрасне :з це типу ноуфільтр, чи як сказати)	1	0	0	0	0
психологічна консультація опівночі під воротами була приємно винагороджена	1	0	0	0	0
Я зараз помру від щастя	1	0	0	0	0
це справді приємно, людей ніхто ж не заставляє :)	1	0	0	0	0
сьогодні сонячно :) сиджу на горі, ловлю lіfе і медитую:)	1	0	0	0	0
п'ятниця 13, а в мене чудовий день, я повна сил, настрій на висоті і я вже стільки зробила.	1	0	0	0	0
Обожнюю погоду +16 з сірим небом та шаленим вітром	1	0	0	0	0
Перше моє архітектурне кохання :)	1	0	0	0	0
Дядько в поїзді розказує,як він в селі з ракетниці стріляв:D	1	0	0	0	0
А ще я обожнюю, коли папа раз в тищюпітсот лєт дає мені гроші, а мама їх прикарманює.	1	0	0	0	0
Ресторан в укр.стилі,а ми маемо бути в маскараді:)	1	0	0	0	0
гг,лякали тим місяцем тиждень,а такий день і вечір сьодня файний)	1	0	0	0	0
до біса чудовий день, от зараз справді літо. і так, з розділу випадкових фото, які виглядають досить непогано.	1	0	0	0	0
посміхаюсь від твоїх смс, дурочка	1	0	0	0	0
то він вже за любою сестричкою скучив)	1	0	0	0	0
ух! з легким паром мене!	1	0	0	0	0
Вирішила додати трішки лімончелло і не прогадала:)	1	0	0	0	0
Смачної кави, толкових колег, вірних друзів поряд))) Всі зірки падають до твоїх ніг;)	1	0	0	0	0
аж не віриться, шо ти приїдеш і я тебе потрогаю)	1	0	0	0	1
цей момент ...коли мама присилає смайлик...а в мене стара версія скайпа)))))	1	0	0	0	0
Дякую хорошим людям,що мене приняли на ніч,нагодували,кавою напоїли:)	1	0	0	0	0
та ні, побажання на весь наступний день ;)	1	0	0	0	0
до сліз, це поки найсмішніший твіт з усієї стрічки	1	0	0	0	0
сподобався...дуже все акуратне)) а люду мало і ввечері  в суботу майже все закрите))	1	0	0	0	0
Сергійку! сьогодні в тебе день Ангела))) вітаю!	1	0	0	0	0
кум мене любить, не ображає:))	1	0	0	0	0
Це було дуже весело) Дякую, пацани !!!	1	0	0	0	0
То саме головне ^___^ RT :  Мені дуууже сподобався!	1	0	0	0	0
і доречі була в Копальні кави. там такиииииий запах.	1	0	0	0	0
здала екзамен з журналістики. в андрія святкуєм :з	1	0	0	0	0
маю крутезного вчителя з правознавства і надзвичайно тому рада.  добре, що це більше не та відьма-вчителька-права, яка була з 6 класу.	1	0	0	0	0
"Територія кайфу" ну хіба не звучить? )))	1	0	0	0	0
ти би дето в профілі написав шо ти бивший танкіст гг, а то ж ніхто не зна	1	0	0	0	0
привітала тата з днем Батька ))) тішиться)	1	0	0	0	0
мені здається я говорю більше ніж ти ;)	1	0	0	0	0
вампіри п"ють кров, а архітектори туш...))	1	0	0	0	0
Хоч я обожнюю працювати з дітьми	1	0	0	0	0
це дуже підняло мені настрій	1	0	0	0	0
в селі також мало)) і тобі Веселих Свят!	1	0	0	0	0
Якщо вірити всьому, що відбувається в житті у людей з якими я зустрічалась, то скоро ти станеш щасливою	1	0	0	0	0
це ще не найгірший варіант))	1	0	0	0	0
Вау  ВАУВАУВАУ Тре це зробити	1	0	0	0	0
мені подобається хід твоїх думок)	1	0	0	0	0
клас! там наші козаки. що листа пишуть... султану!	1	0	0	0	0
Весь тред смішний і хороший	1	0	0	0	0
Віта: *з посмішкою на все лице* доброго ранку! в мене також жахливий день, я також нещасна.	1	0	0	0	0
так я теж) *в будь-якому випадку - удачі	1	0	0	0	0
Відчуваю, що маю віддячити за всі відгуки) Ера Facebook.	1	0	0	0	0
(y) (y) (y) Дуже потішила львівська говірка "Q" :D "Це все-медовуха!" 	1	0	0	0	0
скоро побачу Влада, я щаслів	1	0	0	0	0
годую усіх святковим олів"є,всі щасливі :)	1	0	0	0	0
ой!! а я подарунок досі не відкрила!!)))) і конверти не відкрила)))	1	0	0	0	0
забрала посилку! дуже дякую! ))	1	0	0	0	0
Це спасає мої очі щоранку і щовечора!	1	0	0	0	0
Просто чудо, наступний урок як раз таки відмінили.	1	0	0	0	0
так сильно мене любиш. пріятно)	1	0	0	0	0
добре, що від позитивних емоцій нема передозу)))) Дякую, тезко.	1	0	0	0	0
вмикаєш Ляпіс і почуваєшся щасливою!	1	0	0	0	0
Валіки зробили наш вечір:)	1	0	0	0	0
дуже дякую, надзвичайно приємно С:	1	0	0	0	0
чудово, тобі подобається! ти там житимеш	1	0	0	0	0
 , залишайся такою ж милою та прекрасною :3 З днем народження тебе	1	0	0	0	0
з Новим роком тебе :)	1	0	0	0	0
RT : втілено перший мій проект на новій роботі... дрібниця, а приємно...	1	0	0	0	0
То про нас  Практика буде весела))	1	0	0	0	0
сподобалось те, що бачив в трейлерах. алсо, сама ідея цікава. алсо – на пєка хєр що виходило останнім часом цікаве.	1	0	0	0	0
ай да да хто мені третю сотню фоловерів відкрив. це к добру вєрняк.	1	0	0	0	0
вітаю!!! хто там у вас?))	1	0	0	0	0
(а ще мені подобаються ці кеди)	1	0	0	0	0
Завдяки  відновила прийом ліків;) і щоразу згадую синичку)	1	0	0	0	0
З днем народження, кицю   Щастя тобі :3 Кохай і будь коханою 	1	0	0	0	0
я ще салат робила:) смачного мені))	1	0	0	0	0
та ладно, я бичі яйка хрумала. мені вже ніц не страшно)	1	0	0	0	0
побачила вдома новорічну листівку від  )) дякую!	1	0	0	0	0
в Тернополі в мене є нові друзі ))	1	0	0	0	0
А мені - смакота нереальна.	1	0	0	0	0
RT : дорогі українські твіттеряне вітаю вас сердечно з Великоднем! мирного неба! багатої душі вам!)	1	0	0	0	0
вітання всім від мене ;)	1	0	0	0	0
RT : RT  Всіх вітаю з 68 річницею створення Української Повстанської Армії!	1	0	0	0	0
дякую, за теплі слова ^^	1	0	0	0	0
Расслабся, мені може бути влом шось видумувати, то я так лякаю тіки)	1	0	0	0	0
гарна погода, можна пройтись додому :)	1	0	0	0	0
так дивно, коли підходить незнайома людина і каже «а я тебе знаю, ти Наталія Піскова. я тебе колись фоловив і шось реплаїв» :))	1	0	0	0	0
Треба було ще псіханути і купити таки київський торт)	1	0	0	0	0
Так) на днях переживлялась архів) то було сторіс в інста, але я завантажила, бо ви мєгакльові	1	0	0	0	0
спасибі, це так милоооо :з	1	0	0	0	0
хоча мені ота розмальовка всл з цифрами крепко до вподоби. мій уравєнь якраз)	1	0	0	0	0
RT  бармуша шлак не робить)) мені приємно, дякую.	1	0	0	0	0
швидкого одужання!!! і щоб такий екстрім ніколи-ніколи не посторювався, бажаю:)	1	0	0	0	0
я зранку снідала зожною вівсянкою, а в обід подруга потягнула в макдо)	1	0	0	0	0
зараз у вікні просто фантастичний пейзаж!	1	0	0	0	0
ти вибач, тобі боляче, але я не можу не сказати, що знову бачу в цьому підтекст :D	1	0	0	0	0
бачу всі живі і в зборі)))це дуже добре))	1	0	0	0	0
я сьогодні купила собі пачечку і тішусь, як дурне	1	0	0	0	0
круто! я так хотіла щоб комусь в наголі стало) ще виношую ідею чоловічих подарунків)	1	0	0	0	0
Ну шо, з Новим Роком.	1	0	0	0	0
Закохалася в цю фотосесію Яни:)	1	0	0	0	0
Я ж кожним днем буду любити тебе все більше,обіцяю ) Нам разом буде добре 	1	0	0	0	0
Ооо то вже взагалі файно	1	0	0	0	0
йду на Бунюеля. сама, але щаслива, бо йду:)	1	0	0	0	0
Оооо Богданчик  в ефірі, буде весело)	1	0	0	0	0
Так гарно було без тої спеки.	1	0	0	0	0
піднімаю собі настрій, купуючи подаруночки іншим людям.	1	0	0	0	0
це єдине що радує)) ще є парламент)	1	0	0	0	0
мерсі) твій ретвіт точно має допомогти :)	1	0	0	0	0
головний герой прям як я - прєвазмагая боль рішає діла.  дякую за подгон, сподобався	1	0	0	0	0
Нє,ви просто не розумієте яка я щаслива) я з добрий рік перший томик шукала	1	0	0	0	0
З днем народження, котику  , щастя тобі :	1	0	0	0	0
раз всі вітають то і я вітаю!	1	0	0	0	0
В маршрутці ажіотаж,мене здушили,як пончик в сумцї )	1	0	0	0	0
-солодких снів -на добраніч. окремо *дікій ржач* 	1	0	0	0	0
Хей, , з Днем Народження тебе  Залишайся такою щирою та ніколи не кидай тві :з Сподіваюсь, ти провела цей день із посмішкою	1	0	0	0	0
Вітаю з Днем народження !Ту,що робить файних совенят і може й мене колись навчить;)	1	0	0	0	0
як на перший раз - дуже смачно;))	1	0	0	0	0
Ранок сонячний, гарний і все було б чудово якби не зник Wi-Fi.	1	0	0	0	0
у це також, але і дуже смачні)	1	0	0	0	0
Всі такі привітні, вітаються, на підйомі.	1	0	0	0	0
Я от на городі щавель пожираю і норм ;)	1	0	0	0	0
+5 RT :  Дякую за гарний настрій)	1	0	0	0	0
ти не розумієш, жінки для фото так нарядилися )	1	0	0	0	0
А це я, на своє день народження, радію квесту, який придумали друзі	1	0	0	0	0
Всім привіт і гарного дня!	1	0	0	0	0
Вітаю з святом та бажаю побільше любові і бананів та поменше роботи й помилок в дипломі  Загалом, щастя тобі, Лінія Мажино.	1	0	0	0	0
Подивись на котейку і посміхнись :	1	0	0	0	0
Там ще і гуцулки є :)	1	0	0	0	0
за 10 хвилин справились з непадлєжащим порядком і чистотою)	1	0	0	0	0
Тася у Львові = Джо щаслива:з	1	0	0	0	0
там така дівчинка гарна)))і торент качається)	1	0	0	0	0
о то це прекрасно) Приходьте до нас на турнір з петанку до Порохової вежі;)	1	0	0	0	0
потрачу годинку на історію, дістану свого прекрасного велосипеда і повалю насолоджуватись природою :з	1	0	0	0	0
мені не сумно зараз, в мене завтра екзамен))	1	0	0	0	0
я: *пишу смс і усміхаюсь* мала(5років): *дивиться підозрілим поглядом* може ти в когось влюбилаааась?!	1	0	0	0	0
ооо да ) І форма загалом в них гарна!	1	0	0	0	0
ну якшо не підсолити то і цвітна капуста -  трава)	1	0	0	0	0
Тримайте привітання всі любителі синичок!	1	0	0	0	0
Гарно розпочати завтра новий тиждень =* цьомки	1	0	0	0	0
супер, на ці вихідні ми запланували в столицю, а ще на наступні спокійно можемо чекати гостей ;)	1	0	0	0	0
Забираю свої слова назад, в цьому топіку смішні коменти.	1	0	0	0	0
Я просто в захваті від таких інтернет магазинів як .	1	0	0	0	0
Перший раз запікала качку.Підгоріла,не правильно замотала фольгою,на смак ше не знаю:)	1	0	0	0	0
Вовчик купив мені величезну пляшку бухлішка.	1	0	0	0	0
Так мені більше подобається:)продовжуй!гарно виходить!	1	0	0	0	0
сьогодні день поцілунків, тому я йду цілувати свого котіка	1	0	0	0	0
знайшла в Карі три пари за 55, щітаю ета успєх	1	0	0	0	0
то максимум 12+. бо 14 літні такого розказати зараз можуть, що очі на лоба вилізуть бгг 21+, повеселило.	1	0	0	0	1
Подарунок і поповнення колекції;) дякую!	1	0	0	0	0
прасті радіма, може неукуратно відповіла. просто ти мене налякала, добре шо я сиділа))	1	0	0	0	0
А це ж така краса.	1	0	0	0	0
нарешті я бачу людину, яка мислить так само, як я *0*	1	0	0	0	0
я ж архітєктор:)) але без толкового будівельника в нашій справі ніяк)	1	0	0	0	0
головне усміхнені і зовсім не сонні)	1	0	0	0	0
Нарешті нормальна п'ятниця, з чим я вас і вітаю!	1	0	0	0	0
Мої вам побажання, посміхаєтеся крізь купу цього лайна, що трапляється кожного дня !	1	0	0	0	0
мояяяяя...її...кохааай ця любов назавжди. я знаююю.	1	0	0	0	0
Олюсічки, квіточки мої, з днем ангела вас, любі!	1	0	0	0	0
чудово, всі живі здорові)) святкують...	1	0	0	0	0
це шикарне відчуття, коли одягаєш футболку, яка ще навесні була мала, і бачиш, що вона вільна.	1	0	0	0	0
у мене з вересня аж 26 буде. назаплітаюсь)	1	0	0	0	0
хочу ще пожити з ним разом)	1	0	0	0	0
деб'ют:) завжди мріяла дізнатися,що відчувають актори за кулісами..) ну це шикарно.	1	0	0	0	0
Мені дуже пішов, а ніанцинамід взагалі любов	1	0	0	0	0
З днем Ангела вас, мої любі!	1	0	0	0	0
скажи) я їх взагалі не слухала і на 1й концерт пішла лише через масову істерію і тому, шо там повно друзів було)	1	0	0	0	0
Є шаріки  Вітаю зі святом)	1	0	0	0	0
оце файне кіно, вони на Арабатці живуть:)	1	0	0	0	0
наша церква є в соц.мережах і вчора на івенті всіх вітав от.Роман:)	1	0	0	0	0
в ті рідкісні щасливі хвилини коли Хамяк мені дозволяє залізти в твіттер, в мене починається паніка від щастя і я не знаю шо написати	1	0	0	0	0
Знайшла заначку - твердий шампунь власного виробництва.	1	0	0	0	0
те саме RT : Помітила за собою, що постійно усміхаюся на вулицях.	1	0	0	0	0
За 50років дід нарешті купив бабці на день народж.чоколяду і привітав з самого раня:)так мило!всім би так любитись	1	0	0	0	0
це ж чудово черпати натхнення і вчитися у людей, які поруч! головне побачити в них це! і можливо не потрібні будуть книжки і семінари..	1	0	0	0	0
Я задоволений слон, бо тепер знаю основи декількох видів мейку.	1	0	0	0	0
У мене прекрасний настрій і нуднл  Дуже	1	0	0	0	0
Найкращий вечір, вечір з рідними.	1	0	0	0	0
якщо там твої перші твори і вірші то я з радістю почитала б;)	1	0	0	0	0
всі вітають і я привітаю!! традиційних щастяздоровля і від мене всяких найкращостей!)	1	0	0	0	0
Там до речі нещодавно дуже круте було	1	0	0	0	0
Ага, саме класне, що я на початку черги))	1	0	0	0	0
не сумуй, краще порадій, в нас тут все зашибісь   )))	1	0	0	0	0
А поки що, солодких снів	1	0	0	0	0
тепер мій фотік відкривається за допомогою скальпеля, а закривається за допомогою скотчу))	1	0	0	0	0
- гарний такий акваріум!!	1	0	0	0	0
як добре зараз ніжитись в ліжку, слухаючи дощик.	1	0	0	0	0
я навіть не знала.Взаємно вітаю!	1	0	0	0	1
Як добре, що в нашому кліматі після літа приходить справжня осінь	1	0	0	0	0
Думала,що всі перукарні забиті,але ні:) радію	1	0	0	0	0
100 років тому народився цей прекрасний мужчина.  з днем народження, олесю терентійовичу!	1	0	0	0	0
Я закохана в тебе з того дня, коли ми зустрілися.	1	0	0	0	0
Дивіться яке чудо в мене тепер живе^^	1	0	0	0	1
а ше тьотя в касі налякала,що на луганський нема квитків.вже розстроїлись,що поїдем пітерським і не почуєм ні мерви,ні тола.але все добже)	1	0	0	0	0
тут зараз просто прекрасне небо. казкове. виговорилась, йду спати.  добраніч, тві.	1	0	0	0	0
Насолоджуюсь  подушкою. . .ліжко, постіль. . .і тиша. . .круто	1	0	0	0	0
ще перед майданом ми якто бачились, років два тому, явсьопамнєтаю)	1	0	0	0	0
На роботі всім дуже вони сподобалися ;)	1	0	0	0	0
о боги, яка ж ти гарна *-*	1	0	0	0	0
Який в мене мужик красивий, слухайте.	1	0	0	0	0
опа, в мою честь вулиці називають. прикольно)	1	0	0	0	0
чому одразу сміятись - це дуже мило))	1	0	0	0	0
вітання з минулим святом ;)	1	0	0	0	0
На дворі так класна погода.,пахне осінню	1	0	0	0	0
Ой ну драстє, зараз ніби то всі це знають))))	1	0	0	0	0
без залицяльників було б нудно=)	1	0	0	0	0
Не пройшло й 2 міс на новій хаті, як я НАРЕШТІ попрала штори.	1	0	0	0	0
перед оперним...уявляю скіко народу туди припреться))	1	0	0	0	0
так о третій ночі виглядає щастя^^	1	0	0	0	0
ох молодець!! будеш фоткати у Києві?	1	0	0	0	0
RT :  Олю вітаю, чекаю запрошення на першу виставку	1	0	0	0	0
Починати ранок з пробіжки дуже весело	1	0	0	0	0
волочусь від тої темної вишивки Тернопільщини	1	0	0	0	0
Це дуже погано, але мене зараз тішить що не я одна по 12 засобів на тиждень на лице наношу, якщо хочу, щоб воно не відвалилося)	1	0	0	0	0
Овочевий супчик з куркою врятував мій ранок:)	1	0	0	0	0
В плейлисті купа нових пісень, оце і справді добрий ранок	1	0	0	0	0
крутий привіт, мені таких ще не передавали ))) дякую!	1	0	0	0	0
І ми вітаємо з таким важливим днем.	1	0	0	0	0
знайшла музику для офісу,яка всім підходить.як не дивно,це група Kurwa Matj)я великий фанат їхніх контрабандистських пісеньок.і не я одна)	1	0	0	0	0
думаю це хороша ідея залучити батьків до івентів =)	1	0	0	0	0
не повіриш, якраз купила в Польщі на 7 злотих )))	1	0	0	0	0
Дякую вам за вітання і за те, що ви є.	1	0	0	0	0
То дівчата сказали, шо я нєнакрвшеная страшная)) шо всі думають, шо я хворію)	1	0	0	1	0
Велике дякую,  ,за мій порятунок ^^ Єдина людина яка допомогла ^^ Ти прекрасна :**	1	0	0	0	0
коли реєструвалась в тві, думала, що й 40 підписників не буде. а тепер 700. це ж населення цілого мікротопоніму, карл!	1	0	0	0	1
знаєте, найбільшою своєю перемогою, цього періоду вважаю, подолання своєї гордості і збереження важливої для мене люди =)	1	0	0	0	0
Вітаю чарівну іменинницю і прекрасну людину з її Днем!	1	0	0	0	0
В нас тут такі аромати ммм...	1	0	0	0	0
Сходила з рідними на мульт "Лелеки" Аааа, то шедевр *-*	1	0	0	0	0
Найкрутіший мейк на хеллоуін, який я бачила	1	0	0	0	0
Я спочатку цього боялася, що будитиме вранці, але прокидатися і ніжитися в сонячних промінцях то кайф.	1	0	0	0	0
йой, мене священник на сповіді запитав...школярка я чи вже студентка)))	1	0	0	0	0
обговорюємо з Натою фізику і кабінет фізики :) там було все таке класне:)	1	0	0	0	0
ти до мене на ви? я поки що одна)	1	0	0	0	0
І все таки, твітер став для мене маленьким і затишним домом Дякую, що ви в мене є	1	0	0	0	0
нюхають маму з ременем в дитинстві?))	1	0	0	0	0
я аж скучила за старою роботою:))	1	0	0	0	0
Коханий зробив мені чай, погодував кицьку і пішов здавати аналізи.	1	0	0	0	0
По-моєму, слово "станція" якраз можна і не перекладати)	1	0	0	0	0
Дякую:)приємно!там можна писати свої теми і цитати!доєднуйся:)	1	0	0	0	0
ааааа, це печально, але ще не довго чекати лишилось)	1	0	0	0	0
ну добре, бо вже розхвилювалася :)	1	0	0	0	0
вже давненько і так, це круто)	1	0	0	0	0
а смачний який має бути!)	1	0	0	0	0
Колою мене таки вдавило, але це шикарно.	1	0	0	0	0
Ну чого, там паралельно з молитвою має бути жертвоприношення, а то досить весело	1	0	0	0	0
Знаєте, а зраночку так гарно	1	0	0	0	0
класно-класно)) мій графічний львів - це мої друзі!)) це все ви)	1	0	0	0	0
Читаю вранці мамський чатик і таки донечка народилася в подруги.	1	0	0	0	0
