text	Joy	Fear	Anger	Sadness	Disgust	Surprise
і хоч погода тепла, але зовсім немає отого весняного духу.	0	0	0	1	0	0
та я завал хотіла, але нема білетів взагалі(	0	0	0	1	0	0
Вже морально готова не отримати жодної валентинки.	0	0	0	1	0	0
Якось дуже стрімко прохолодно стало :(	0	0	0	1	0	0
Я в п'ятницю признавалась в коханні  і мене відшили!	0	0	0	1	0	0
- У Ярика брат утонул - У Ярика брат єсть?	0	0	0	1	0	1
співчуваю тобі(сама місяць тому мучилась з нею	0	0	0	1	0	0
не сумуй, він би на тебе вже великий був :)	0	0	0	1	0	0
В квартирі навіть з кондеціонером душно:(	0	0	0	1	0	0
хотя платять мені канєшно, на жаль, не за то	0	0	0	1	0	0
Але вона не живе зі мною (( і я сумую.	0	0	0	1	0	0
дада, айподи хароші. но! дорогувато і це сумно(	0	0	0	1	0	0
Боляче дивитися на дрова, які не можна порубати.	0	0	0	1	0	0
оу, сумно. це якийсь тонік не змився добре?	0	0	0	1	0	0
Мені шкода всіх тих маленьких мімімішок, які зараз їдуть зі мною в автобусі.	0	0	0	1	0	0
Останнім часом щось взагалі страшне твориться з пам'яттю, уважністю, адекватністю.	0	0	0	1	0	0
пітірка. але вже більше сумно ніж не сумно.	0	0	0	1	0	0
Замість того, щоб творити щасливі миті, ми сумуємо за моментами, які не повернеш.	0	0	0	1	0	0
направду без артполя літо чучуть втратило. ніяким заходом то не перекрити. хештег сум.	0	0	0	1	0	0
Проснулась в сльозах, через те, що не відчутала, що ти поряд.	0	0	0	1	0	0
настрій бахнути стопісят грам сіку в компанії	0	0	0	1	0	0
Краще б в мене не було батька, аніж терпіти оце..	0	0	0	1	0	0
Скаржився, як його від куріння болить сердечко.	0	0	0	1	0	0
ну вибач.....будь ласка...більше не буду((	0	0	0	1	0	0
Все настільки погано, що учениця мені сказала "о, тебе сонечко розцілувало, так веснушок багато"	0	0	0	1	0	0
Моя сушена рибка шефові воняє, а як їсти гнилий, вонючий сир, то йому норм.	0	0	0	1	1	0
але ж ми порівнюємо з явкою у травні, і це печаль	0	0	0	1	0	0
це сумно( мене б таке напрягало	0	0	0	1	0	0
Мене всі кинули і я піду на тренування сама :с	0	0	0	1	0	0
здається, це найгірше. розчаруватися в людині не тому, що вона зробила, щось погане, а тому, що вона виявилася звичайною	0	0	0	1	0	0
я вже дуже хочу на роботу. бо в мене вже закінчилась будь-яка мотивація. навіть вдома нічого робити не хочеться	0	0	0	1	0	0
Ніби крізь мене сумно свище холодний вітер.	0	0	0	1	0	0
Я думала, що гіршого першого дня, ніж рік тому вже не буде.	0	0	0	1	0	0
те відчуття, коли сподобалась цитата чувака, а він взяв і відписався. нууууу і пааакааааа	0	0	0	1	0	0
це так символічно робити ехокардіоскопію в день святого валіка. звуки хлюпаючого серця досі в голові. яке ж воно шумне.	0	0	0	1	0	0
в мене на роботі всі помітили відразу зміни в настрої, а треба було відразу брати відпустку і не вимахуватись:(	0	0	0	1	0	0
але шось нічо нового немає:/	0	0	0	1	0	0
це пічаль( чому я не можу ходити налєгкє?(	0	0	0	1	0	0
Чути як відправляється електричка, в якій ти, то є боляче.	0	0	0	1	0	0
А в Іспанії ще гірше!	0	0	0	1	0	0
запроси мене у сни свої...тугу в серці погаси...	0	0	0	1	0	0
хотіла зайти в гості, але не знайшла потрібної квартири(	0	0	0	1	0	0
оце з регіонами це печаль	0	0	0	1	0	0
Йти спати було поганою ідеєю	0	0	0	1	0	0
дадєтка, перше зауваження в залі. від гєни. удостовірилась шо трєнєр він таксібє.	0	0	0	1	0	0
, ви жадана з собаками не хочте привезти? знаю, хочте. знаю, але. сумно, знаю.	0	0	0	1	0	0
Лягла спати о 21й вчора і не виспалась.	0	0	0	1	0	0
мою романтичну вечерю перервала пралка, яка залила всю ванну кімнату.	0	0	0	1	0	0
Я ж прийшла шукати вєлік і плакала.	0	0	0	1	0	0
я і так все пропускаю останнім часом(	0	0	0	1	0	0
На жаль, я кинула це все і подалась в навчання, набрала багато зайвої ваги .	0	0	0	1	0	0
еспресо маленьке і гірке :)) і воно мені нагадує про маму:)	0	0	0	1	0	0
Але за Францією скучила вже.	0	0	0	1	0	0
повір, гірше від того тільки мені. ну але коли двічі просиш "посони, давайте будемо котіками", а вони клали, то якось неприятно.	0	0	0	1	0	0
до скорої зустрічі, станова. я буду сумував.	0	0	0	1	0	0
Як же воно біднятко мучиться.	0	0	0	1	0	0
Без тебе не життя Лише один суцільний безлад Любов що не без вад Лиш горя час в душі живе	0	0	0	1	0	0
Чорний рис на вигляд - як мишачі какашки.	0	0	0	1	0	0
Значить, сесію мені не оплатять і це печаль.	0	0	0	1	0	0
сумно якось. навіть той факт, що таки знайшлась людина,згодна відвідати зі мною люківський виступ ві львові, вже не тішить на повну катушку.	0	0	0	1	0	0
І знову мене чекають самотні вечори та ночі.	0	0	0	1	0	0
І хвилина діяння кожна Випромінює нам печаль.	0	0	0	1	0	0
Зайти в особистий кабінет і ревіти.	0	0	0	1	0	0
зранку я буду дуже страшна, і ти мене не впізнаєш))	0	0	0	1	0	0
а сьодні опалення відключать. . .((( пропали мої 24 С	0	0	0	1	0	0
я вас ждав, витер пилюку на лампі, а тут такоє( (с) мось сумує	0	0	0	1	0	0
RT : І від сліз тих гарячих розтане  Та кора льодовая, міцна,  Може, квіти зійдуть - і настане Ще й для мене весела весна.	0	0	0	1	0	0
Плаче, як свиня,реве як корова каже, така славна коза була, так жалко...	0	0	0	1	0	0
вчора на митиці купу помилок побачили в інформативному листі, на що прикордонниця сумно сказала, що так вже 4р(	0	0	0	1	0	0
в мене температура, соплі і очі сльозить)	0	0	0	1	0	0
ми сумуємо не за людьми.	0	0	0	1	0	0
то я роки два тому фоткала. проплакала вже це вміння і тіло.	0	0	0	1	0	0
Пити вдома літру чаю і щкєе цілу термочашку в дорозі було поганою ідеєю.	0	0	0	1	0	0
мені вас не вистачає, дєвчата	0	0	0	1	0	0
не хочу йти на день народження але треба(	0	0	0	1	0	0
а я сьогодні згадала, як то я без них живу)	0	0	0	1	0	0
Іра через кашель не може піти на вино;(( це страшний сум.	0	0	0	1	0	0
Приспала найвреднішу дитину, масажуючи їй вуха.	0	0	0	1	0	0
я би тебе хотіла поразвлєкать, але сама грущу шот.	0	0	0	1	0	0
а це сумно [сумний смайлик]	0	0	0	1	0	0
я там вже 3р не була і скучила	0	0	0	1	0	0
Сумно, що двом людям, які найбільше потрібні мені, я потрібна набагато менше.	0	0	0	1	0	0
сьогодні твіттер можна не читати) твітрансляція презентації епл то гірше, ніж твітрансляція футболу	0	0	0	1	0	0
што імєєм - нє хранім, патєрявши - плачєм	0	0	0	1	0	0
Боги, коли я нарешті звалю звідси?!	0	0	0	1	0	0
Задрімала трохи, приснились винищувачі над Києвом(	0	0	0	1	0	0
я скучила за цими довгими годиннми розмовами. дуже.	0	0	0	1	0	0
о, а я дарувати надумала, спізнилася значить(	0	0	0	1	0	0
Зустрічати в своєму місті людей з рюкзаками й каріматами і сумувати, що цього року на жоден фестиваль не потраплю.	0	0	0	1	0	0
момент, коли романтика пішла і залишила брудні баняки	0	0	0	1	0	0
а мені самій вже не то)	0	0	0	1	0	0
поспала і мені ще гірше (( тиск?	0	0	0	1	0	0
не читай, там щодня все гірше	0	0	0	1	0	0
інколи хочеться у відпустку від життя	0	0	0	1	0	0
Найгірше в нових телефонах - всюди авторизуватись.	0	0	0	1	0	0
а я його бачила, увесь) сумний фільм)	0	0	0	1	0	0
Випадково зустріла свою племінницю, з якою не спілкувались досить довго, вона така гарнюня Але сумно, що зовсім не пам'ятає мене	1	0	0	1	0	0
завтра треба їхати в Умань. а я не хо. краще б вже на роботу ходила	0	0	0	1	1	0
Загравання з люмпенотою  закінчувались завше погано (що посієш, те й пожнеш).	0	0	0	1	0	0
Ти кричиш,не думаючи про те, що кожне твоє слово, сказане з піднятою інтонацією доводить мене до сліз.	0	0	0	1	0	0
Тільки я можу сидіти на вулиці, почути пісню по радіо і розплакатись, бо спогади, спогади, спогади..	0	0	0	1	0	0
дівчата конспекти читають. . .пічалька	0	0	0	1	0	0
Вдома мені покищо зовсім не добре.	0	0	0	1	0	0
Хочу заснути і ніколи не прокинутися.	0	0	0	1	0	0
і зовсім не рада, що ще не пора шапок	0	0	0	1	0	0
вчора відьмою обізвали, сьогодні що я стала гіршою і веду себе,як малолєтка. . .отак от.	0	0	0	1	0	0
на презентації кіна про чубая ми сиділи з ним в одному ряді. а так тягуче сумно ніби знала його особисто.	0	0	0	1	0	0
поплачу і перестану) от побачиш, завтра вже весела буду)	0	0	0	1	0	0
хотіла шось розумне у вас запитати...і нема що...скучила)))	0	0	0	1	0	0
з іншого боку 56 з 144:могло бути гірше.з іншошішого боку:маючи по три вузи в кожному селі-куди гірше. ше з отамтого боку - не вузом єдиним	0	0	0	1	0	0
уууу, спотіфай підбив підсумки року ухадящого  тепер буду слухати свої топ-100 і ностальгірувати ://	0	0	0	1	0	0
чьо я його там не зустріла(	0	0	0	1	0	0
а ви не лишайте твітор так надовго. я сумував наприклад.	0	0	0	1	0	0
І от тепер з таким зустрічаюсь Яка іронія	0	0	0	1	0	0
сумна (насправді нє) історія про те як перестати слухати жадана з собаками і вагоновожатих.	0	0	0	1	0	0
так шкода її(( У мережі з'явилися перші фотографії хворої співачки Жанни Фріске -   via	0	0	0	1	0	0
Я забагато поспала,а це гріх для дипломника	0	0	0	1	0	0
Коли мені було 8, мою найкращу подругу батьки забрали в Іспанію, сказавши, що це тільки на літо.	0	0	0	1	0	0
з рівного до харкова нема ніц прямого потяжного. і кривого. ні-я-ко-го. це сумно.	0	0	0	1	0	0
Є тільки легкий смуток і здивування, наскільки все змінилося.	0	0	0	1	0	1
Залежність від людей - гірше будь-якого наркотику	0	0	0	1	0	0
оматінко  розвидіти уже ніяк канєшно ж.	0	0	0	1	0	0
Бідна  їде потягом pkp який називається Гомбрович і розповідає звідти страшне.	0	0	0	1	0	0
Ти жила в темному підвалі Своїх незнаних теплих снів-думок, І знов, як завжди, просиналась В чужому ліжку, під чужим вікном...	0	0	0	1	0	0
Читати фф з назвою Too painful було  ромилкою((	0	0	0	1	0	0
Найгірше, коли свою поверхневість вважаєш мудрістю.	0	0	0	1	0	0
*сумує з приводу твого коліна*	0	0	0	1	0	0
Шкода, я б обійняла  *Теж їх шиперю*	0	0	0	1	0	0
я хо платформу, і босоніжки. туфлі чорні є, але боль	0	0	0	1	0	0
ага) після того було ще гірше)	0	0	0	1	0	0
Сумно, я думала вони вже давно вимерли як динозаври	0	0	0	1	0	0
ридаю, бо було щось схоже в моєму житті.	0	0	0	1	0	0
Її ніколи не любили достатньо.	0	0	0	1	0	0
За дітьми скучила дуже, але ж це тепер зранку вставати треба.	0	0	0	1	0	0
14 це шось кепсько, ну ксюуууу	0	0	0	1	0	0
шось від того мало користі мені:)	0	0	0	1	0	0
Приїхала зарання, а всі щей запізнюються...	0	0	0	1	0	0
А я вже майже втратила надію і встигла оплакати і посилку і гроші.	0	0	0	1	0	0
Сьогодні бабусиного рідного дядька ховають.	0	0	0	1	0	0
літо для мене закінчується після моменту пришпандьорювання штанин до моїх хатніх брюкіпрєвращаютсавшорти. сьогодні для мене закінчилось літо	0	0	0	1	0	0
відправили останніх гостів в дорогу. трошки сумно. час розгрібати лайки і реплаї.	0	0	0	1	0	0
Мама пішла на пошту, я залишилась вдома, бо жахливо болить голова.	0	0	0	1	0	0
і того.підсумки року дуж скупі.весь рік на роботі,2 тижні відпустки.	0	0	0	1	0	0
ми хочемо самоєда. але в нас немає квартири(	0	0	0	1	0	0
От печально, що цього разу температура не посилає мені галюнів.	0	0	0	1	0	0
Просто хочу, нарешті, бути щасливою.	0	0	0	1	0	0
через те я ніколи не гляну хатіко. бо отримаю від переізбитка чувств розрив серця і ви всі сумуватимете за мною.	0	0	0	1	0	0
 трішки шкода бо я вже тим "літати" починаю марити)	0	0	0	1	0	0
Літо - єдина пора року, закінчення якої так болісно відчувається.	0	0	0	1	0	0
те, шо він грузин, мене ше більше розстроїло	0	0	0	1	0	0
Аж трошки сумно мені від цього.	0	0	0	1	0	0
Голова болить, що аж дихати боляче	0	0	0	1	0	0
Я досі не знайшла в собі сили зізнатись, що загубила	0	0	0	1	0	0
Вибачте мені нема з ким поговорить	0	0	0	1	0	0
Я така розчарована в усьому, насамперед в собі  і так легко піддаюсь цьому стану.	0	0	0	1	0	0
бабця казала щоб я не приїжала,бо буде мені скучно. . .але я не можу їх залишити на Різдво одних	0	0	0	1	0	0
*та куди вже гірше гг	0	0	0	1	1	0
сьогодні я слухаю сумний гурт перкалаба.	0	0	0	1	0	0
Я аж прочуствувала його горе	0	0	0	1	0	0
мене навпаки угнітає, я якась неправильна	0	1	0	1	0	0
ну тіпа на упаковці радивилівського масла теж пише: вершки, пачитай. а от склад спреду ліпше не читати. моральна травма буде	0	0	0	1	0	0
Я ще гірше, хімію он 13 буду писати)	0	0	0	1	0	0
той момент коли розумієш шо виглядаєш гірше за боріса апрєля.	0	0	0	1	0	0
Дівчинк ана мене дуже ображена і ігнорить( як беру на руки, одразу тікає(	0	0	0	1	0	0
я для себе ще не знайшла відповіді на питання нащо мені це, але шкода однозначно.	0	0	0	1	0	0
Як забувають зимою осінь Як забувають про перші сльози.	0	0	0	1	0	0
В Купідоні мені принесли овочі з чиїмись віями(	0	0	0	1	1	0
ніби повертаюсь додому раніше, ніж зазвичай, але така виснажена.	0	0	0	1	0	0
Вже шкодую, шо привела Катрін в інстаграм	0	0	0	1	0	0
Зустрічати світанки, обійнявшись обожлює, але не має з ким.	0	0	0	1	0	0
квитки на панівалькова вже від 170 нестабільних одиниць. а ще рік тому за півсотні можна було на канц попасти	0	0	0	1	0	0
Але пічально, що стільки сміття в класі цілий рік зберігали.	0	0	0	1	0	0
Я зараз сяду і тупо плакатиму.	0	0	0	1	0	0
вчора мене назвали бомжикп.досі комплексую.	0	0	0	1	0	0
Обідно, коли хотів пчихнути, а якась зараза помішала.	0	0	0	1	0	0
Просто картинка.  ладно, всьо, тре зупинитись, бо сама собі підливаю.  але мені реально сумно з того всього(	0	0	0	1	0	0
ще й в зал нині не попадаю, печаль)	0	0	0	1	0	0
Ледве встала, і то не на першу	0	0	0	1	0	0
Їй теж сумно через те, що відбувається.	0	0	0	1	0	0
І єдине, за чим скучатиму - дітки.	0	0	0	1	0	0
(с)  Скучатиму за своїми дітками 	0	0	0	1	0	0
І досі не віриться, що втратила свою  дівчинку.	0	0	0	1	0	0
схоже, що людині не дає навіть права рука. а це сумно.	0	0	0	1	0	0
Тривожно мені за Крим. так хочеться, щоб все розрулилось мирно і ми вже почали відбудовувати країну.	0	0	0	1	0	0
ми вирішили відпочити один від одного, я у львів, а він в карпати) *да, твіти просякнуті сумом, один  один)	0	0	0	1	0	0
як не дивно в дорогому ресторані(	0	0	0	1	0	1
я з травня без ноута(	0	0	0	1	0	0
Ото тепер мучусь, бо хз шо вдягти.	0	0	0	1	0	0
(САРКАЗМ) RT : Проміняти Львів на інше місто - це моральна проституція(	0	0	0	1	0	0
Не вмію писати, не вмію фотографувати, не вмію малювати...так щоб ах!	0	0	0	1	0	0
Жаль що я не знаю, що мені шукати чи дибати :(	0	0	0	1	0	0
не можу заснути, бо ніхто добраніч не написав мені, отакі то ви друзья.	0	0	0	1	0	0
Хрипло & натужно завив на місяць пустивши скупу сльозу, чи навіть дві.	0	0	0	1	0	0
я би з радістю,але ми тут тіатральним коліктівом,то саму ніхто нивідпусте(	0	0	0	1	0	0
здається...я там не буваю на Зелені свята)) (ні на які свята)	0	0	0	1	0	0
щойно так гарно підвернула ногу, що недільні 5км під великою загрозою((	0	0	0	1	0	0
Вона сумує за мною, а я - за нею	0	0	0	1	0	0
боляче розуміти, що ти досі не можеш довірити мені деякі речі..	0	0	0	1	0	0
70-80% золота в ломбарді - обручки і хрестики І від цього стає сумно (с)	0	0	0	1	0	0
заспокоц мене, бо я ввд початку за порошенка, а шось не радію	0	0	0	1	0	0
Але заміж я походу не вийду	0	0	0	1	0	0
зараз би о 12 ночі ревіти під мєдлячок	0	0	0	1	0	0
о круто, виявляється, я раціональна) але ціни в на Буковелі це дуже сум	0	0	0	1	0	0
Але коли п'ю воду, то наче вату ковтаю.	0	0	0	1	0	0
Я напевно буду тепер все життя жалкувати, що не встигла сфотографувалася з тим кльовим німцем, котрий нам мило посміхався	0	0	0	1	0	0
І ми за тобою сумуємо	0	0	0	1	0	0
Шкода театру в Черкасах :(	0	0	0	1	0	0
насправді жахливо сьогодні поспала. півночі не могла заснути, а потім ще й сон такий слабкий був.  не виспалась я :с	0	0	0	1	0	0
Шкода так, сподіваюся знайдуть і праернуть	0	0	0	1	0	0
а люди шось фоткають,фоткаються,і все таке гарне і миле,що дух аж переводить...а мій фотик лежить сиротинкою...я вері бізі.вері..	0	0	0	1	0	0
Я би написала мамочкам в чатіки...но нема сил	0	0	0	1	0	0
цей твіт присвячується потягу львів-луганськ і навпаки. і навіть тьоті "виженєвідітєсібясастарани". я сумуватиму за тобою. о шшєт.	0	0	0	1	0	0
в цьому ще більша печаль)	0	0	0	1	0	0
боже це ше хуже ніж якби ти написав, шо в тебе є інша.	0	0	0	1	0	0
якась я зовсім не принцеса.	0	0	0	1	0	0
Зі мною будеш, в мене все одно гірше гг	0	0	0	1	0	0
до нас колядники з гітарою не приходили, шкода:(	0	0	0	1	0	0
Не маю настрою йти фотатись	0	0	0	1	0	0
мені писали листи, вірші, пісні. . .писали на папері, на будинках, на стінах...мені обіцяли, клялися, божилися. . .але не втримали.	0	0	0	1	0	0
Отако почне  якийсь сімпотний хлопець на вулиці казати «ви така нарна, у вас такі очі і т.д»,а через 5 хв « я монах-кришнаїт, купіть книжку»	0	0	0	1	0	1
Я шось сьогодні теж в настрої поплакати	0	0	0	1	0	0
спати не хочу. хочу умірєть.	0	0	0	1	0	0
я помру за ці два тижні.	0	0	0	1	0	0
у 2015 я кинув пити і курити на пів року. це були найгірші пів року мого життя  так ось, я знову   зустрінемось у червні.	0	0	0	1	0	0
Еееееем, тре шось робити) бо я наче і не нервуюсь, але мабуть організму видніше	0	0	0	1	0	0
Я скучила за цим місцем.	0	0	0	1	0	0
я хрумала одну шовковинку, якась не смачна,не солодка	0	0	0	1	0	0
безчуствінні! я бачила на сумно ком кажись чи деінде. аж просльозилась. сподіваюсь не пообдирають поки я встигну поліцезрєть)	0	0	0	1	0	0
буде ще гірше, це точно.	0	0	0	1	0	0
більше не можу спати :с	0	0	0	1	0	0
бо в мене зарплата в 5разів більша, ніж у них, разом узятих. я б хотіла більше допомогти, але не можу( а втебе жесть(	0	0	0	1	0	0
Тобі я можу написати, що скучила, а тій людині не можу (	0	0	0	1	0	0
Здається, вночі я розтягнула зап'ястя ._.	0	0	0	1	0	0
шкода, якщо то був не ти.	0	0	0	1	0	0
сьогодні дівчата розказували за кокера, а я за лишегу. і сумно всім.	0	0	0	1	0	0
Останній день з моїми дітками	0	0	0	1	0	0
бідний Вова. у мене сьогодні настрій співати фр. пісні.	0	0	0	1	0	0
Завжди сумно, коли з чогось важливого пережитого лишаються тільки крихти спогадів, розкидані по піснях і містах.	0	0	0	1	0	0
Після новин цього ранку, я просто не хочу жити..	0	0	0	1	0	0
а нічна стрічка така пуста і безлюдна.	0	0	0	1	0	0
І сумно, що з ним майже повністю підуть спогади.	0	0	0	1	0	0
бо спочатку голова болить, а потім безсоння (	0	0	0	1	0	0
Але ми заливаємо себе серіалами, які притуплюють біль	0	0	0	1	0	0
Геймплей цікавий, але повна відсутність инших персонажів гнітить.	0	0	0	1	0	0
І за цим всім знову стоять розчарування.	0	0	0	1	0	0
якщо чоловік, обираючи собі дружину, вважає її продуктом, то мені шкода його	0	0	0	1	0	0
але там якраз не про збиткування людей над природою, а людей над людьми. я навіть не знаю, що гірше.	0	0	0	1	0	0
Розбила тарілку, та ще й таку потрібну.	0	0	0	1	0	0
Зрозуміла, що секс в мене був майже(без місяця) рік тому..	0	0	0	1	0	0
фефія. невесело студенти живуть наразі. я кст теж.	0	0	0	1	0	0
скучила за ентропійною. хочеться обійняти крепко.	0	0	0	1	0	0
Я не слухала нікого, а тепер жалію і плачу.	0	0	0	1	0	0
Нє, ну народ, мені сумно буде там саменькій, ніхто не хоче скласти компанію?	0	0	0	1	0	0
Цілий день реву без причини.	0	0	0	1	0	0
знову хочу гітару і навчитись грати.	0	0	0	1	0	0
Завжди хотіла бути коханою, але відштовхувала людей, яким вдавалося покохати мене..	0	0	0	1	0	0
трохи сумно, бо я тут купу конспектів пишу. практика закінчилася, а біда лишилася	0	0	0	1	0	0
Недоглянуті, не накачані, інколи потом штиняють— мєчта всєх женщін?	0	0	0	1	0	0
невдача спіткала радянського спарсмена гг	0	0	0	1	0	0
ловити долонею кактус, що падає - погана ідея. але згрібати землю назад у вазон куди гірше. я зробила вибір. друкую травмованими пальцями.	0	0	0	1	0	0
І от ми зламались в дорозі.	0	0	0	1	0	0
ого, то зовсім не приємно((	0	0	0	1	0	0
шкода в мене такого твіту вже не буде...)	0	0	0	1	0	0
У дописі виразно просвічується такий відчай і душевно-тілесна криза, що автора навіть трохи шкода	0	0	0	1	0	0
ніколи не була, але скучила. а що з ним до речі сталося?	0	0	0	1	0	0
думаю цього року вона мені не світить :(	0	0	0	1	0	0
останнім часом так розчаровуюсь в хлопцях, шо скоро запропоную зустрічатись подружці.	0	0	0	1	0	0
Зараз хочеться померти, але йду прибирати.	0	0	0	1	0	0
я так розчарована тим всим, шо вже взагалі далі вчитись не хо(	0	0	0	1	0	0
Чогось так тронув мене цей привичний, обидінний карімат біля трупа під колесами.	0	0	0	1	0	0
Тут вже більше року сумно.	0	0	0	1	0	0
в мене цей момент схоже не настане ніколи, а видаляти шкода.	0	0	0	1	0	0
мене не лякає 13те п'ятниця, бо не щастить мені і у всі інші дні	0	0	0	1	0	0
...а все то почалося з мого балкону. там зараз дуже затишно і дуже сумно.	0	0	0	1	0	0
Зайшла до книгарні й пожаліла	0	0	0	1	0	0
Мені не сумно, але я запам'ятаю, на кращі часи)	0	0	0	1	0	0
не можу повірити, що всіх вас втрачаю	0	0	0	1	0	0
Пропущу перший ДН своєї хрещенниці :(	0	0	0	1	0	0
а я думала це будинок Грушевського у Львові:(	0	0	0	1	0	0
приєднуйся, але ідуть не втішні вісті з Вільнюса:((	0	0	0	1	0	0
А кажуть, шо у Львові річка смердить...нуну	0	0	0	1	1	0
Шось з цим сортування сміття я геть розгубилась.	0	0	0	1	0	0
та в усіх зі спинами печалька)	0	0	0	1	0	0
Якась у мене сьогодні туга за Україною.	0	0	0	1	0	0
						
І Ростислав хворіє :( бідосі(	0	0	0	1	0	0
І інету нема на роботі. . .RT :  жах =(	0	0	0	1	0	0
Ви навіть не уявляєте, яка пічалька в мене завтра починається.	0	0	0	1	0	0
моя мотивація пішла і забрала все з гаманця:(	0	0	0	1	0	0
ну і на худющих ненакачантх чоловічих ногах  шорти теж фу	0	0	0	0	1	0
ну братєц дейзі точно мерзенний. на афішці нема бо спойлєр же	0	0	0	0	1	0
жалкій жалкій паетішка. шось там мистецькі грані ляпали за збірку чи то не вони. тра перевірити і нашморгувати єсішо.	0	0	0	0	1	0
-А ти,каже друга,така бридотна відьма,шо з твоєї волосьні у носі мона сплести хватку і ловити нею карасів!	0	0	0	0	1	0
В Києві душно, брудно, нудно і нема чим дихати.	0	0	0	0	1	0
У цієї жіночки стільки лаку для волосся в зачісці, шо мене зараз знудить від того запаху( і голова вже розболілась(	0	0	0	0	1	0
я вже мала собаку: взимку зранку в піжамі ..бєєє	0	0	0	0	1	0
на смак лаванда так ж фу, як і на запах	0	0	0	0	1	0
Чіпси «Люкс» зі смаком малосольних огірочків — ще те лайно.	0	0	0	0	1	0
Зара розкидуєм рибячі голови і кишки по дахах.	0	0	0	0	1	0
I ледь помітний запах гнилі нагадує мені, що я мерзенний трупачьок.	0	0	0	0	1	0
Мене параноїть через людей, які тупо все лайкають	0	0	0	0	1	0
Насправді, в Львові зараз погано пахне, бо я зняла кеди	0	0	0	0	1	0
Гірлянди там галімі, а свічки смердючі.	0	0	0	0	1	0
Тьотка-білявка в яскравочервоному пальто із здаравенним хутряним коміром смачно вишмаркалась в долоню і розтерла ці  залишки мізків по одязі	0	0	0	0	1	0
як завжди. але колись давно реклами стелла артуа були класні)	0	0	0	0	1	0
В когось так смердять ноги, шо мені носа на бік повертає.	0	0	0	0	1	0
А ше ці французи вже 3й день п'ють з тих самих пластикових стаканчиків, таких брудних і липких, хоч мають цілу упаковку нових.	0	0	0	0	1	0
гидоття фесту: кидання на сцену монет нетерплячими уродами через затягування початку виступу келібанів у зв"язку з неполадкою ноута.	0	0	0	0	1	0
І від теленовин RT": Гидко від ЗМІ, які на емоціях людей накачують собі трафік"	0	0	0	0	1	0
фу, і тобі було б не гидко?	0	0	0	0	1	0
вони розбещеними і суржикомовними повиростають, тьху)	0	0	1	0	1	0
відповідь очевидна – там лайно.	0	0	0	0	1	0
нарешті придбала в рівному цільнозерновий відносно свіжий хліб. паходу недобрий.	0	0	0	0	1	0
Фу фу фу бути таким песимістичним	0	0	0	0	1	0
Шорти із високою талією - жахливі і відлякують пацанів!	0	0	0	0	1	0
- Брав у сільпо сирну паличку, то така гидота, шо аж довелося сідром запивати - Може ти просто алкаш?	0	0	0	0	1	0
відчуваю себе важким куском м'яса котрий навіть не можу чотири рази віджати від підлоги	0	0	0	0	1	0
Гнилий часник пахне копченою ковбасою	0	0	0	0	1	0
коли моїй бабусі відрізали ногу, то з судин витягли оту тєму, шо судини забиває, то жесть.	0	0	0	0	1	0
Розкачані чуваки в майках з вирізами по пояс в центрі міста це так само огидно, як і майки в сєточку на чоловіках з надмірною вагою.	0	0	0	0	1	0
ну хірурги не такі страшні, та й стоматологи самі по собі теж, а от ті бормашинки бррр.	0	0	0	0	1	0
Їдемо в купешечці, а тут штиняє коров'ячими какашками.	0	0	0	0	1	0
не подобаються мені хлопці з довгим волоссям. . .	0	0	0	0	1	0
						
Вованада про моделей: падруги такі страшні, шо мені жодна не сподобалась.	0	0	0	0	1	0
такої гидкої пропаганди все ж не було. київ цивілізованіший. мародерства не допустила б тодішня влада, а ПС  аж коли з'явився.	0	0	0	0	1	0
Отлічніцтво ужасно на мене впливає, фу.	0	0	0	0	1	0
І ти підсвідомо займаєшся аби-чим, але не цією гидкою купою.	0	0	0	0	1	0
Але могла говорити до неї лише на п'яну голову.	0	0	0	0	1	0
проклацала hurricane 30 stm і згадала, що дивились його з лесею в чернівцях перед сніданком у тіффані. пісня отвратітільна, але ж спогади	0	0	0	0	1	0
огидна стереотипна комедійка, основна ідея якої: Україна - це село.	0	0	0	0	1	0
а мені цей не сподобався	0	0	0	0	1	0
Але, більшість виглядає жахливо штучно.	0	0	0	0	1	0
Вискочив прищик на самісінькому кінчику носа.	0	0	0	0	1	0
Те що вона з ними в результаті зробила мені не сподобалося.	0	0	0	0	1	0
на обiд попалась котлета з волосся. . .так.в мене вдалий день	0	0	0	0	1	0
Якийсь тухлий запах в перемішку з цигарками.	0	0	0	0	1	0
Вино таке лайняче, що навіть пакетоване "Сонце в бокалі" - амброзія.	0	0	0	0	1	0
бо тупить і неприємно пахне	0	0	0	0	1	0
лімітуй цю гадість (або віддай гарній подружці)	0	0	0	0	1	0
Шось мені ця арома кава не подобається.	0	0	0	0	1	0
Але вже таке враження шо прищів нових понавилазило))	0	0	0	0	1	0
Смачно, але дуже жирне все.	0	0	0	0	1	0
Тут смердить і мальчіки з синім волоссям пют	0	0	0	0	1	0
сенс є. а фуфуфу в мене було в кінці фільму, коли він почав какашки їсти, ну і поросяток жалко	0	0	0	0	1	0
Ксєнія, шо ж ти така страшна	0	0	0	0	1	0
